Player Name,Player ID
Taran Armstrong,4896850
Jimmy Butler III,6430
Yuri Collins,4432957
Stephen Curry,3975
Draymond Green,6589
Buddy Hield,2990984
Braxton Key,4066240
Kevin Knox II,4278075
Jonathan Kuminga,4433247
Kevon Looney,3155535
Moses Moody,4432171
Gary Payton II,3134903
Brandin Podziemski,4709138
Quinten Post,4593016
Gui Santos,4997536
Pat Spencer,4592714
