Player Name,Player ID
Saddiq Bey,4397136
Malcolm Brogdon,2566769
Bub Carrington,4845374
Justin Champagnie,4432907
Bilal Coulibaly,5104155
Kyshawn George,5174563
Anthony Gill,2581184
Richaun Holmes,2993370
AJ Johnson,5170947
Colby Jones,4433378
Corey Kispert,4280151
Jaylen Martin,4684737
Khris Middleton,6609
Jaylen Nowell,4278541
Jordan Poole,4277956
Alex Sarr,5160992
Marcus Smart,2990992
Erik Stevenson,4396679
JT Thor,4702233
Tristan Vukcevic,4997537
