Player Name,Player ID
Max Christie,4432582
Anthony Davis,6583
Spencer Dinwiddie,2580782
Kessler Edwards,4397693
Dante Exum,3102528
Daniel Gafford,4278049
Jaden Hardy,4868423
Kyrie Irving,6442
Kai Jones,4431699
Dereck Lively II,4683688
Naji Marshall,4278594
Caleb Martin,3138160
Dwight Powell,2531367
Olivier-Maxence Prosper,4595400
Klay Thompson,6475
P.J. Washington,4278078
Brandon Williams,4397040
